Burgo 72 30 38 8 36 1
Zinni 86 22 19 4 91 69
Yochem 29 80 62 60 22 94
Hafner 13 7 32 97 24 60
Lacognata 86 3 77 10 3 10
Freeh 42 41 88 66 22 74
Kotow 90 31 7 16 3 43
Yglesias 14 36 51 33 5 42
Sarnes 21 46 94 89 68 97
Pasquini 10 56 33 12 46 37
Sholl 77 96 66 59 51 91
Mcgivney 98 21 42 43 36 62
Alvira 62 37 86 85 32 95
Callarman 28 94 68 21 43 60
Carvajal 60 86 36 74 18 63
Balleza 90 96 31 87 33 29
Paustian 50 59 80 59 38 32
Bozych 59 27 76 9 11 88
Northam 42 26 24 97 78 7
Gerold 8 8 86 45 70 24
Nahmias 56 16 68 50 21 83
Tiner 13 62 71 78 7 66
Bogardus 13 39 98 76 19 26
Zgoda 33 75 71 42 69 79
Nyholm 22 34 64 14 56 9
Marlow 88 75 99 43 51 37
Benusa 56 90 90 15 39 92
Jonak 42 31 14 13 70 7
Dench 23 67 29 12 12 39
Micek 8 27 99 13 28 87
Sledz 94 77 82 12 20 9
Heise 59 58 8 50 40 42
Petrovic 86 78 56 2 99 87
Granzin 1 43 24 21 63 19
Enstad 75 47 92 85 63 9
Kleftogiannis 80 36 9 77 60 86
Parat 1 3 80 16 88 36
Sroczynski 71 47 0 10 55 89
Heady 45 42 71 45 69 66
Aguino 27 39 77 78 77 82
Nathan 62 10 47 28 4 28
Humerick 81 1 1 75 6 49
Brockman 10 66 58 92 18 50
Leipheimer 84 85 20 82 14 93
Provines 6 81 36 51 53 14
Swinney 65 27 37 45 1 77
Bolnick 74 55 94 96 47 35
Aumavae 43 15 19 69 41 5
Colao 86 2 73 43 70 99
Tuton 45 76 31 38 22 37
Hundt 54 74 18 45 22 89
Dacy 12 17 45 4 11 62
Delehanty 88 55 55 71 17 74
Boscio 25 46 69 82 73 59
Villatora 74 54 49 54 20 25
Halgas 74 81 63 26 8 83
Pilon 10 19 19 20 4 7
Wirtz 76 58 77 24 65 95
Dibari 33 57 37 74 32 67
Huerta 15 23 8 33 90 33
Okubo 15 58 81 41 95 87
Duerksen 41 54 20 59 59 81
Berardo 62 46 76 63 17 20
Chemell 97 20 11 2 86 67
Seher 61 57 73 72 75 35
Mcclees 87 12 0 12 23 37
Yohe 17 56 15 46 31 70
Hogains 9 56 18 70 46 19
Gans 33 27 77 94 34 22
Troyani 79 49 62 3 47 6
Howington 54 31 10 34 29 44
Amezaga 54 15 52 38 58 72
Grannell 14 38 84 72 48 10
Veth 12 13 12 69 69 57
Raes 59 0 39 63 99 63
Stubbe 44 17 7 49 37 14
Hessong 42 44 44 36 2 10
Purter 95 92 32 2 57 80
Sliter 94 47 33 62 65 91
Rainford 79 55 2 85 88 61
Basaldua 10 18 90 71 3 31
Verity 36 82 30 67 14 31
Gingg 60 65 94 65 39 77
Potocki 28 85 92 77 80 19
Nordstrand 60 53 84 48 26 4
Nimrod 19 29 60 14 29 4
Hoerter 11 25 11 82 1 97
Rower 20 82 31 3 44 80
Jandrin 46 22 13 18 82 30
Biava 14 89 73 81 37 78
Loewen 77 40 40 34 74 69
Thansamai 57 79 97 41 62 2
Abramson 84 95 36 78 52 4
Beshaw 16 14 87 3 93 88
Eversmeyer 64 88 97 75 11 20
Oja 90 23 26 18 11 11
Beazley 6 2 48 49 96 40
Barbarino 25 57 30 73 91 85
Demattos 18 42 41 71 51 94
Mihalko 68 71 42 49 3 18
Correo 61 47 99 99 61 57
Dallis 42 61 90 27 7 81
Kampner 93 95 12 95 65 58
Helvey 96 97 98 90 90 48
Sanislo 16 85 81 83 9 0
Flanigan 72 78 99 90 45 69
Venosh 83 33 92 99 23 73
Ouren 19 91 69 79 35 69
Lucca 28 80 23 4 76 52
Chokshi 62 78 43 19 51 91
Smead 15 36 54 6 29 4
Haik 37 86 51 4 30 7
Kesler 36 64 29 40 63 29
Lavy 34 19 66 44 90 36
Calandra 63 95 65 6 81 35
Lucena 61 98 83 74 90 59
Snellgrove 90 52 28 44 31 55
Kesson 90 40 88 28 6 35
Hedgespeth 95 32 83 30 18 36
Lovisone 84 23 45 14 26 36
Margason 27 47 65 80 9 28
Vasek 1 3 81 44 16 70
Fitzgibbons 96 96 96 37 57 67
Wickwire 53 95 12 88 11 96
Mcaulay 44 9 90 34 97 79
Hanni 76 18 94 24 54 91
Baugus 1 77 2 55 58 85
Human 63 15 29 76 74 82
Spieker 52 50 89 21 84 1
Dirosa 83 55 57 98 65 39
Kumlander 38 34 68 0 41 6
Johansen 32 13 14 85 18 23
Sgrignoli 57 73 87 95 76 68
Mihelic 38 72 17 75 81 34
Almajhoub 30 45 9 43 89 23
Lipszyc 14 31 46 69 78 19
Krejsa 6 25 53 89 15 22
Mokler 47 85 78 11 79 24
Draffin 4 53 66 36 59 51
Cannaday 55 13 97 47 16 3
Monestime 63 16 11 89 19 39
Pingel 29 65 99 58 72 87
Gamello 46 37 1 50 0 69
Withey 0 98 8 79 38 62
Groberg 72 44 46 1 59 61
Mccallion 36 27 9 36 23 97
Rothhaupt 91 69 4 78 10 86
Burtt 57 52 19 25 5 73
Cotsis 55 61 88 74 22 24
Sabado 79 71 80 52 29 18
Wala 80 51 66 46 68 11
Dingman 82 94 0 93 77 16
Gazaway 61 86 7 92 9 55
Halsted 78 55 38 68 54 3
Sayas 79 31 57 96 75 36
Pharr 95 29 90 60 39 50
Lesuer 54 66 51 93 7 87
Moyet 42 62 81 24 40 51
Hermosura 76 87 63 81 69 77
Cheeves 90 47 78 46 81 23
Rendler 82 82 8 30 26 3
Lottie 70 66 98 80 44 24
Plumbar 67 38 51 98 28 94
Mullane 85 13 87 47 46 54
Bourdon 95 73 59 56 98 24
Penagos 65 24 4 28 97 88
Benally 88 31 15 53 54 22
Swaggert 46 51 54 94 49 19
Hillenbrand 27 43 38 90 69 2
Carouthers 19 69 46 35 5 39
Gelles 18 51 83 46 12 5
Groening 40 93 57 22 98 70
Barile 80 26 76 2 31 66
Abatiell 29 14 62 47 33 51
Sinclaire 58 79 32 77 27 94
Kenneth 33 73 83 23 91 12
Abercombie 5 57 78 70 34 53
Folkerts 57 47 87 39 52 86
Breisch 86 1 75 85 76 80
Hussaini 66 32 82 95 96 88
Sobie 63 91 25 27 81 40
Creten 49 67 14 70 18 99
Rocquemore 33 90 56 36 66 9
Philo 7 18 99 9 25 43
Tochterman 33 23 37 75 36 23
Prvitt 72 72 83 0 15 16
Edstrom 62 64 97 25 78 78
Siefferman 76 94 0 54 16 69
Ashmen 71 48 2 26 89 65
Kolesnik 25 24 81 73 53 65
Wollam 0 76 99 91 62 52
